Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,INCHIKEY,SMILES
729,1.624,100.04067,(S)-2-Azetidinecarboxylic acid,[M-H]-,IADUEWIQBXOCDZ-UHFFFAOYNA-N,OC(=O)C1CCN1
744,5.392,100.90511,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
748,3.748,100.90514,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
751,3.574,100.90515,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
755,0.788,100.90517,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
770,7.902,100.90521,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
773,3.119,100.90521,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
780,3.896,100.90522,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
784,1.978,100.90522,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
794,3.68,100.90524,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
801,13.601,100.90526,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
804,6.151,100.90527,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
805,2.287,100.90527,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
807,2.556,100.90528,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
808,2.335,100.90533,PubChem_134984926,[M-H]-,SVAGOZWTSDZZSB-UHFFFAOYSA-N,FP=[Cr]
853,13.973,100.93372,PubChem_123323,[M-H]-,DKDSFVCSLPKNPV-UHFFFAOYSA-N,FSSF
877,0.859,100.93382,PubChem_123323,[M-H]-,DKDSFVCSLPKNPV-UHFFFAOYSA-N,FSSF
886,1.148,101.02453,2-Ketobutyric acid,[M-H]-,TYEYBOSBBBHJIV-UHFFFAOYSA-N,CCC(=O)C(O)=O
888,2.793,101.02453,Succinic acid semialdehyde,[M-H]-,UIUJIQZEACWQSV-UHFFFAOYSA-N,OC(=O)CCC=O
889,8.536,101.02454,2-Ketobutyric acid,[M-H]-,TYEYBOSBBBHJIV-UHFFFAOYSA-N,CCC(=O)C(O)=O
890,1.577,101.02454,4-Hydroxycrotonic acid,[M-H]-,RMQJECWPWQIIPW-OWOJBTEDSA-N,OC\C=C\C(O)=O
891,1.398,101.02455,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
892,7.792,101.02455,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
894,2.546,101.02456,4-Hydroxycrotonic acid,[M-H]-,RMQJECWPWQIIPW-OWOJBTEDSA-N,OC\C=C\C(O)=O
895,14.934,101.02456,2-Ketobutyric acid,[M-H]-,TYEYBOSBBBHJIV-UHFFFAOYSA-N,CCC(=O)C(O)=O
897,12.853,101.02456,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
901,12.475,101.02458,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
905,8.113,101.0246,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
908,1.464,101.0246,4-Hydroxycrotonic acid,[M-H]-,RMQJECWPWQIIPW-OWOJBTEDSA-N,OC\C=C\C(O)=O
913,7.059,101.02461,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
916,1.644,101.02462,Succinic acid semialdehyde,[M-H]-,UIUJIQZEACWQSV-UHFFFAOYSA-N,OC(=O)CCC=O
919,13.649,101.02463,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
920,1.209,101.02464,4-Hydroxycrotonic acid,[M-H]-,RMQJECWPWQIIPW-OWOJBTEDSA-N,OC\C=C\C(O)=O
921,3.841,101.02464,4-Hydroxycrotonic acid,[M-H]-,RMQJECWPWQIIPW-OWOJBTEDSA-N,OC\C=C\C(O)=O
927,6.967,101.02464,Succinic acid semialdehyde,[M-H]-,UIUJIQZEACWQSV-UHFFFAOYSA-N,OC(=O)CCC=O
928,23.672,101.02464,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
930,7.721,101.02464,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
935,2.276,101.02466,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
936,3.768,101.02466,4-Hydroxycrotonic acid,[M-H]-,RMQJECWPWQIIPW-OWOJBTEDSA-N,OC\C=C\C(O)=O
938,3.114,101.02467,Acetoacetic acid,[M-H]-,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(O)=O
939,3.613,101.02467,Succinic acid semialdehyde,[M-H]-,UIUJIQZEACWQSV-UHFFFAOYSA-N,OC(=O)CCC=O
943,7.128,101.02469,Succinic acid semialdehyde,[M-H]-,UIUJIQZEACWQSV-UHFFFAOYSA-N,OC(=O)CCC=O
958,1.335,102.02798,PubChem_20602909,[M-H]-,RLUHHMQZNYQPER-UHFFFAOYSA-N,B(=NP)CCO
978,8.986,102.90222,PubChem_182018,[M-H]-,BDOSMKKIYDKNTQ-QQVBLGSISA-N,[Cd]
1035,12.696,102.90234,PubChem_182018,[M-H]-,BDOSMKKIYDKNTQ-QQVBLGSISA-N,[Cd]
1099,23.871,103.92043,PubChem_22407717,[M-H]-,BLMHUHUXWQGDMB-UHFFFAOYSA-N,O([Si])[Si]S
1100,0.695,103.92043,PubChem_22407717,[M-H]-,BLMHUHUXWQGDMB-UHFFFAOYSA-N,O([Si])[Si]S
1118,23.582,105.01945,Glyceric acid,[M-H]-,RBNPOMFGQQGHHO-UWTATZPHSA-N,OC[C@@H](O)C(O)=O
1131,13.185,105.01952,Glyceric acid,[M-H]-,RBNPOMFGQQGHHO-UWTATZPHSA-N,OC[C@@H](O)C(O)=O
1149,18.59,106.00475,PubChem_89050628,[M-H]-,BNOSYIGMRYDSRK-UHFFFAOYSA-N,[B](C(F)F)C(=O)O
1153,23.233,106.00478,PubChem_129796614,[M-H]-,QYRUOUAXRHUMQN-UHFFFAOYSA-N,C1=NC2=NC(=N1)C2=O
1156,23.175,106.00479,PubChem_89050628,[M-H]-,BNOSYIGMRYDSRK-UHFFFAOYSA-N,[B](C(F)F)C(=O)O
1160,23.435,106.00481,PubChem_89050628,[M-H]-,BNOSYIGMRYDSRK-UHFFFAOYSA-N,[B](C(F)F)C(=O)O
1162,19.513,106.00482,PubChem_129796614,[M-H]-,QYRUOUAXRHUMQN-UHFFFAOYSA-N,C1=NC2=NC(=N1)C2=O
1180,22.849,106.00493,PubChem_89050628,[M-H]-,BNOSYIGMRYDSRK-UHFFFAOYSA-N,[B](C(F)F)C(=O)O
1184,21.151,106.00687,3-chloropropanamide,[M-H]-,JQDXZJYAUSVHDH-UHFFFAOYSA-N,C(CCl)C(=O)N
1189,21.615,106.00693,3-chloropropanamide,[M-H]-,JQDXZJYAUSVHDH-UHFFFAOYSA-N,C(CCl)C(=O)N
1198,1.934,107.03657,PubChem_78777,[M-H]-,XEPBRDBFOSKYCF-UHFFFAOYSA-N,C1=NC(=C(N1)C#N)N
1199,1.904,107.03658,PubChem_54011089,[M-H]-,KSKBELRNEVVKNG-UHFFFAOYSA-N,C(#N)C(C(=N)C#N)N
1215,2.299,108.04568,4-Aminophenol,[M-H]-,PLIKAWJENQZMHA-UHFFFAOYSA-N,NC1=CC=C(O)C=C1
1222,2.43,108.93567,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1224,6.679,108.93571,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1225,11.894,108.93571,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1227,13.96,108.93571,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1228,3.507,108.93572,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1230,10,108.93573,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1232,12.463,108.93574,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1236,23.651,108.93575,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1239,3.559,108.93575,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1242,11.324,108.93576,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1243,12.573,108.93576,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1244,7.363,108.93576,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1246,2.324,108.93577,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1248,5.513,108.93577,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1254,13.128,108.93578,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1255,5.998,108.93578,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1259,9.344,108.93579,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1261,5.579,108.93579,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1262,6.774,108.93579,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1265,9.84,108.9358,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1268,10.952,108.9358,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1270,0.702,108.9358,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1271,2.597,108.9358,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1277,10.984,108.93581,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1278,8.849,108.93581,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1280,1.897,108.93581,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1281,1.693,108.93581,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1284,11.608,108.93581,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1285,9.634,108.93581,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1286,9.601,108.93581,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1287,2.774,108.93581,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1288,12.252,108.93582,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1291,13.593,108.93582,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1292,11.239,108.93583,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1294,7.863,108.93583,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1295,4.141,108.93583,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1297,7.546,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1299,9.403,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1300,7.026,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1301,6.837,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1302,4.025,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1304,6.444,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1305,4.222,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1306,2.223,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1307,13.673,108.93584,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1309,6.499,108.93585,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1310,12.419,108.93585,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1312,4.075,108.93585,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1313,0.749,108.93585,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1314,3.459,108.93585,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1316,12.814,108.93585,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1319,2.852,108.93586,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1321,13.726,108.93586,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1323,8.77,108.93587,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1325,6.059,108.93587,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1330,5.433,108.93589,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1331,12.518,108.93589,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1334,0.646,108.93591,PubChem_57464711,[M-H]-,XSRHATYLOLZJPF-UHFFFAOYSA-N,C1(=NN1Cl)Cl
1337,18.948,109.00439,PubChem_14821657,[M-H]-,RKYKRJNNQBNDSV-UHFFFAOYSA-N,C(#N)C(C#N)C(=O)O
1338,20.142,109.00443,PubChem_14821657,[M-H]-,RKYKRJNNQBNDSV-UHFFFAOYSA-N,C(#N)C(C#N)C(=O)O
1339,23.43,109.00443,PubChem_14821657,[M-H]-,RKYKRJNNQBNDSV-UHFFFAOYSA-N,C(#N)C(C#N)C(=O)O
1343,19.063,109.00446,PubChem_14821657,[M-H]-,RKYKRJNNQBNDSV-UHFFFAOYSA-N,C(#N)C(C#N)C(=O)O
1349,2.992,109.02969,Pyrocatechol,[M-H]-,YCIMNLLNPGFGHC-UHFFFAOYSA-N,OC1=CC=CC=C1O
1357,6.884,109.02976,Pyrocatechol,[M-H]-,YCIMNLLNPGFGHC-UHFFFAOYSA-N,OC1=CC=CC=C1O
1362,1.666,110.02492,Pyrrole-2-carboxylic acid,[M-H]-,WRHZVMBBRYBTKZ-UHFFFAOYSA-N,OC(=O)C1=CC=CN1
1363,1.973,110.02497,Pyrrole-2-carboxylic acid,[M-H]-,WRHZVMBBRYBTKZ-UHFFFAOYSA-N,OC(=O)C1=CC=CN1
1372,10.741,110.93408,PubChem_134872194,[M-H]-,GIEQUJKZVNYPRI-UHFFFAOYSA-M,[Li][Se]C#C
1489,4.316,111.00886,2-Furoic acid,[M-H]-,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)C1=CC=CO1
1499,1.215,111.00894,2-Furoic acid,[M-H]-,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)C1=CC=CO1
1505,4.343,111.00897,2-Furoic acid,[M-H]-,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)C1=CC=CO1
1506,12.675,111.00898,2-Furoic acid,[M-H]-,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)C1=CC=CO1
1507,2.821,111.00899,3-Furoic acid,[M-H]-,IHCCAYCGZOLTEU-UHFFFAOYSA-N,OC(=O)C1=COC=C1
1508,4.125,111.00899,3-Furoic acid,[M-H]-,IHCCAYCGZOLTEU-UHFFFAOYSA-N,OC(=O)C1=COC=C1
1512,8.093,111.08169,1-hepten-3-one,[M-H]-,OYLCUJRJCUXQBQ-UHFFFAOYSA-N,CCCCC(=O)C=C
1513,8.444,111.08175,1-hepten-3-one,[M-H]-,OYLCUJRJCUXQBQ-UHFFFAOYSA-N,CCCCC(=O)C=C
1523,23.444,112.94009,PubChem_16684117,[M-H]-,USVOJVRYEMHMBJ-UHFFFAOYSA-L,C(=O)(O[Al])O[Al]
1524,23.678,112.94011,PubChem_16684117,[M-H]-,USVOJVRYEMHMBJ-UHFFFAOYSA-L,C(=O)(O[Al])O[Al]
1525,24.596,112.94018,PubChem_16684117,[M-H]-,USVOJVRYEMHMBJ-UHFFFAOYSA-L,C(=O)(O[Al])O[Al]
1528,16.739,112.9857,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1530,18.555,112.98573,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1531,14.567,112.98574,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1538,17.054,112.98578,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1540,13.942,112.98579,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1544,6.02,112.9858,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1546,9.866,112.98581,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1547,2.59,112.98581,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1551,23.632,112.98582,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1552,6.203,112.98582,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1553,23.408,112.98582,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1555,7.371,112.98582,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1557,0.95,112.98583,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
1560,12.747,112.98584,Trifluoroacetic acid,[M-H]-,DTQVDTLACAAQTR-UHFFFAOYSA-N,OC(=O)C(F)(F)F
