Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,INCHIKEY,SMILES
912,7.108,91.05471,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
917,6.841,91.05473,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
924,5.981,91.05474,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
927,6.221,91.05475,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
938,3.322,91.05476,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
944,6.543,91.05478,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
945,7.651,91.05478,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
953,7.175,91.0548,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
955,1.809,91.05481,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
964,13.454,91.05485,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
966,7.808,91.05486,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
969,8.627,91.05486,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
971,7.578,91.05486,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
974,6.017,91.05489,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
976,2.322,91.0549,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
977,8.38,91.05492,"bicyclo[4.1.0]hepta-1,3,5-triene",[M+H]+,AMSMVCOBCOZLEE-UHFFFAOYSA-N,C=1C=CC2=C(C1)C2
1043,15.908,92.03751,PubChem_20143905,[M+H]+,OJTXYRNELOVQJX-UHFFFAOYSA-N,C(=NP)(N)N
1044,15.621,92.03751,PubChem_101038694,[M+H]+,NWKPSHNITQCYBD-UHFFFAOYSA-N,C(=N)(N)PN
1046,15.972,92.03752,PubChem_101038694,[M+H]+,NWKPSHNITQCYBD-UHFFFAOYSA-N,C(=N)(N)PN
1100,1.643,93.03753,Cibulins,[M+H]+,LYNBNVDYPNEWHG-UHFFFAOYSA-N,CCCSO
1121,3.325,93.0704,Toluene,[M+H]+,YXFVVABEGXRONW-UHFFFAOYSA-N,CC1=CC=CC=C1
1124,3.352,93.07043,Toluene,[M+H]+,YXFVVABEGXRONW-UHFFFAOYSA-N,CC1=CC=CC=C1
1128,3.67,93.07043,Toluene,[M+H]+,YXFVVABEGXRONW-UHFFFAOYSA-N,CC1=CC=CC=C1
1130,1.693,93.07044,Toluene,[M+H]+,YXFVVABEGXRONW-UHFFFAOYSA-N,CC1=CC=CC=C1
1177,13.263,94.04557,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1179,15.216,94.04559,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1181,14.049,94.04561,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1182,13.123,94.04561,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1184,24.241,94.04562,PubChem_67058117,[M+H]+,YWINAZMCHCPTPN-UHFFFAOYSA-N,B1=C(C=NC=C1)O
1185,7.535,94.04562,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1186,7.423,94.04562,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1187,14.456,94.04563,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1189,13.787,94.04563,PubChem_67058117,[M+H]+,YWINAZMCHCPTPN-UHFFFAOYSA-N,B1=C(C=NC=C1)O
1190,7.14,94.04563,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1192,0.11,94.04564,PubChem_67058117,[M+H]+,YWINAZMCHCPTPN-UHFFFAOYSA-N,B1=C(C=NC=C1)O
1194,23.92,94.04565,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1198,13.939,94.04567,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1200,14.532,94.04567,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1204,13.049,94.04568,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1206,13.985,94.04568,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1207,1.641,94.04568,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1212,11.393,94.04571,PubChem_67058117,[M+H]+,YWINAZMCHCPTPN-UHFFFAOYSA-N,B1=C(C=NC=C1)O
1213,7.363,94.04571,PubChem_67058117,[M+H]+,YWINAZMCHCPTPN-UHFFFAOYSA-N,B1=C(C=NC=C1)O
1215,0.372,94.04571,PubChem_57682935,[M+H]+,AWONAQPLRZJRTH-UHFFFAOYSA-N,[B]C1=NOC(=C1)C
1216,11.586,94.04574,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1217,13.424,94.04574,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1219,11.332,94.04575,PubChem_67058117,[M+H]+,YWINAZMCHCPTPN-UHFFFAOYSA-N,B1=C(C=NC=C1)O
1220,0.261,94.04575,PubChem_133064743,[M+H]+,IDSLQVCCKDINJI-UHFFFAOYSA-N,B1=NC=CC=C1O
1288,1.297,95.01337,"2-oxabicyclo[3.1.0]hexa-1(5),3-dien-6-one",[M+H]+,FHTRZMSITZCPPH-UHFFFAOYSA-N,C1=COC2=C1C2=O
1289,12.612,95.04431,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1291,5.957,95.04438,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1292,11.259,95.04439,PubChem_57352863,[M+H]+,MIPONTMOFWTMJD-UHFFFAOYSA-N,CC(=C)C=C[Al]
1293,14.232,95.04439,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1294,8.039,95.04439,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1295,10.667,95.0444,PubChem_123436563,[M+H]+,CZIYXUZICGXKJN-UHFFFAOYSA-N,C(N)OOON
1296,12.428,95.0444,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1297,6.367,95.0444,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1299,10.253,95.04441,PubChem_57293819,[M+H]+,SGRPUTVVOLYAJK-UHFFFAOYSA-N,C(NN)(O)(O)O
1300,13.542,95.04443,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1301,14.168,95.04443,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1302,9.026,95.04443,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1303,11.936,95.04443,PubChem_71360921,[M+H]+,YRWJHYADJPHDRN-UHFFFAOYSA-N,C(N)(N)(O)OO
1304,10.559,95.04444,PubChem_57293819,[M+H]+,SGRPUTVVOLYAJK-UHFFFAOYSA-N,C(NN)(O)(O)O
1305,8.171,95.04446,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1306,6.86,95.04446,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1307,14.842,95.04446,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1308,9.354,95.04446,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1309,12.842,95.04446,PubChem_71360921,[M+H]+,YRWJHYADJPHDRN-UHFFFAOYSA-N,C(N)(N)(O)OO
1310,10.619,95.04447,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1311,8.915,95.04447,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1312,6.777,95.04447,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1313,7.981,95.04448,PubChem_90470544,[M+H]+,KAQCRZGWMBEAEJ-UHFFFAOYSA-N,CC(=C[Al])C=C
1314,8.966,95.04451,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1315,6.238,95.04451,PubChem_57293819,[M+H]+,SGRPUTVVOLYAJK-UHFFFAOYSA-N,C(NN)(O)(O)O
1316,12.878,95.04452,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1317,7.913,95.04452,PubChem_57293819,[M+H]+,SGRPUTVVOLYAJK-UHFFFAOYSA-N,C(NN)(O)(O)O
1318,6.586,95.04452,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1319,6.533,95.04453,PubChem_154107275,[M+H]+,PZCOUYQWTYKWAC-UHFFFAOYSA-N,CC=CC=C[Al]
1320,8.862,95.04456,PubChem_140594624,[M+H]+,XGSRSLNJSBEUCL-UHFFFAOYSA-N,C(N)(N)OOO
1321,9.274,95.04964,Phenol,[M+H]+,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1
1322,5.202,95.04964,Phenol,[M+H]+,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1
1323,9.555,95.04966,Phenol,[M+H]+,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1
1324,3.318,95.04967,Phenol,[M+H]+,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1
1325,3.67,95.04968,Phenol,[M+H]+,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1
1326,5.727,95.04968,Phenol,[M+H]+,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1
1328,4.979,95.04977,Phenol,[M+H]+,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1
1330,1.511,95.04983,Phenol,[M+H]+,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1
1331,11.67,95.06081,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1332,6.564,95.06084,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1333,12.869,95.06084,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1334,6.519,95.06085,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1335,12.498,95.06085,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1336,6.813,95.06085,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1337,7.29,95.06085,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1338,7.901,95.06087,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1339,7.951,95.06087,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1340,6.21,95.06087,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1341,6.704,95.06087,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1342,10.617,95.06088,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1343,6.76,95.06089,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1345,6.64,95.0609,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1346,6.947,95.06091,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1348,8.054,95.06092,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1350,0.886,95.06096,Methylpyrazine,[M+H]+,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,CC1=CN=CC=N1
1352,14.521,95.08592,"1-Methyl-1,3-cyclohexadiene",[M+H]+,QMFJIJFIHIDENY-UHFFFAOYSA-N,CC1=CC=CCC1
1355,18.615,95.08602,"2-Methyl-1,3-cyclohexadiene",[M+H]+,XMWINMVFKPHMJB-UHFFFAOYSA-N,CC1=CCCC=C1
1356,8.912,95.08603,"1-Methyl-1,3-cyclohexadiene",[M+H]+,QMFJIJFIHIDENY-UHFFFAOYSA-N,CC1=CC=CCC1
1358,15.889,95.08607,"2-Methyl-1,3-cyclohexadiene",[M+H]+,XMWINMVFKPHMJB-UHFFFAOYSA-N,CC1=CCCC=C1
1359,18.575,95.08607,"2-Methyl-1,3-cyclohexadiene",[M+H]+,XMWINMVFKPHMJB-UHFFFAOYSA-N,CC1=CCCC=C1
1362,10.635,95.08611,"2-Methyl-1,3-cyclohexadiene",[M+H]+,XMWINMVFKPHMJB-UHFFFAOYSA-N,CC1=CCCC=C1
1531,3.399,97.00806,PubChem_154054086,[M+H]+,KMQIQGBLZSKQIH-UHFFFAOYSA-N,N(NP)P
1532,1.601,97.0081,PubChem_143921843,[M+H]+,BLNYLNZPVRQZFR-UHFFFAOYSA-N,C1(=NNN=N1)[Al]
1535,0.715,97.00819,PubChem_69093513,[M+H]+,ZXXOQBCNNAIJAW-UHFFFAOYSA-N,C1=NNC(=N1)[Si]
1537,0.768,97.00819,PubChem_17977013,[M+H]+,UERWDKSADUXGGP-UHFFFAOYSA-N,C1=NN(C=N1)[Si]
1538,3.248,97.00822,PubChem_22051848,[M+H]+,CELAFSYSAMBHIO-UHFFFAOYSA-N,C1=NNN=C1[Si]
1543,12.726,97.02881,2-Furancarboxaldehyde,[M+H]+,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=CC1=CC=CO1
1547,3.203,97.02888,2-Furancarboxaldehyde,[M+H]+,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=CC1=CC=CO1
1548,4.322,97.02888,2-Furancarboxaldehyde,[M+H]+,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=CC1=CC=CO1
1558,24.829,97.02892,2-Furancarboxaldehyde,[M+H]+,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=CC1=CC=CO1
1562,3.158,97.02895,2-Furancarboxaldehyde,[M+H]+,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=CC1=CC=CO1
1579,0.54,97.02898,2-Furancarboxaldehyde,[M+H]+,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=CC1=CC=CO1
