PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
32	w/o MS2:OXONITINE	173	0.41365	0.4873167	0.57965	684.2007	5477.01416015625	26422.736328125	null	[M+H]+	M + 0		null	684.198	C33H43NO12		SVQZFPSKTHNMRD-DZCZYSFVSA-N	N/A	530	True	True	False	null	null	null	null	96.5	54.02671	683.71007:38 683.74622:171 683.79303:48 683.8325:76 683.86053:71 683.88416:26 683.92979:456 683.96995:35 684.01042:147 684.04872:34 684.07372:47 684.1184:119 684.2007:14658 684.28052:115 684.30944:82 684.33737:77 684.36663:220 684.41749:275 684.47549:431 684.54981:290 684.62076:174 684.68696:14 684.71696:67 684.75366:84 684.78537:12 684.83798:74 684.87488:37 684.91875:308 684.96488:57 684.99474:127 685.03323:30 685.06979:35 685.09829:65 685.20083:9275 685.36398:604 685.4322:5678 685.55276:62 685.61068:92 685.65257:11 685.6812:213 685.78161:95 685.82777:20 685.85526:6 685.8711:17 685.92944:369 685.99403:110 686.03568:51 686.06599:9 686.08746:6 686.12482:55 686.19856:7651 686.25722:123 686.30693:160 686.37066:206 686.43642:3140 686.52265:42 686.54272:50 686.58756:153 686.62372:42 686.6805:105 686.7149:46 686.7792:522 686.83314:24 686.8736:43 686.90896:51 686.93979:83 686.97558:111 686.99763:78 687.05362:682 687.106:1405 687.1989:3205 687.27514:345 687.31948:210 687.34667:81 687.39082:932 687.43686:2066 687.52577:89 687.5511:50 687.6041:68 687.63405:44 687.6582:29 687.71493:509 687.77141:706 687.83668:38 687.86381:31 687.89788:35 687.92883:67 687.97943:141 688.0538:305 688.10555:432 688.1954:1652 688.2477:60 688.30204:288 688.39671:370 688.4309:1343 688.5083:393 688.60022:228 688.7288:266 688.79761:42 688.82477:13 688.83881:18 688.86291:14 688.88243:8 688.94009:161 688.97238:66 689.01269:303 689.06703:90 689.11635:29 689.15657:113 689.19388:600	
33	Unknown	173	0.09206667	0.4873167	0.6318	691.3452	8554.4619140625	42277.96875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	261.6301	690.89183:1168 690.94295:80 690.97523:12 690.99477:37 691.05461:75 691.10317:409 691.15385:20 691.1997:72 691.22132:17 691.24968:74 691.34514:18085 691.43121:326 691.48057:81 691.52639:32 691.58986:66 691.61878:28 691.65328:18 691.69459:16 691.70927:32 691.73785:12 691.77692:759 691.85365:12 691.89574:168 691.94864:122 692.00052:16 692.02255:27 692.05531:40 692.10708:857 692.2052:254 692.24775:72 692.34767:7527 692.4447:668 692.51538:25 692.57914:157 692.6299:86 692.70259:90 692.72843:31 692.74405:8 692.77777:298 692.85962:12 692.90067:58 692.92708:21 692.94969:112 693.09342:350 693.17758:157 693.21111:50 693.33793:5442 693.419:618 693.46666:107 693.50207:73 693.54419:49 693.58916:131 693.64013:84 693.68401:213 693.74803:314 693.83993:12 693.86041:8 693.8908:48 693.93292:216 694.01955:48 694.07969:209 694.12958:120 694.18418:133 694.23267:50 694.33425:1815 694.39871:57 694.42835:330 694.4912:746 694.58039:283 694.64471:4 694.66037:28 694.68855:32 694.74463:68 694.80725:8 694.83315:20 694.86028:6 694.91068:44 694.93772:87 694.95879:41 695.02419:51 695.07104:213 695.12733:134 695.16464:12 695.22255:155 695.2699:220 695.32736:431 695.36832:807 695.44268:1927 695.48595:686 695.54599:117 695.59137:40 695.61655:79 695.64593:23 695.68809:31 695.72255:6 695.78209:251 695.83861:31 695.89539:93 695.95395:259 695.99583:108 696.05586:90 696.11733:253 696.17909:21 696.21035:53 696.24703:131 696.26915:77 696.33457:290	
34	Unknown	173	0.41365	0.4873167	0.5929833	708.5084	17897.009765625	83489.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	740.6052	708.0411:10 708.06859:20 708.13183:203 708.18875:82 708.24072:12 708.26953:62 708.29403:62 708.34633:779 708.50911:42219 708.58078:78 708.64438:24 708.77214:23 708.79575:4 708.82618:12 708.85741:6 708.91267:29 708.94987:480 709.00652:56 709.05433:38 709.08352:8 709.12708:164 709.16535:58 709.26771:124 709.35769:2992 709.51153:19720 709.60231:67 709.67526:16 709.70785:26 709.7733:137 709.84122:23 709.8629:9 709.89295:19 709.95068:323 710.09969:802 710.1594:33 710.21129:84 710.2542:34 710.28727:101 710.36115:902 710.43969:9542 710.51103:4144 710.62974:16 710.67602:113 710.70589:21 710.77364:6990 710.86999:22 710.91742:318 710.98162:31 711.02132:31 711.05274:27 711.107:5304 711.17691:134 711.21944:50 711.27626:1645 711.36461:694 711.44058:3346 711.5126:768 711.58936:67 711.63272:16 711.67144:72 711.71013:22 711.77597:977 711.82791:27 711.85903:26 711.90416:256 711.94711:44 711.98003:27 712.00161:46 712.07161:450 712.10667:414 712.19243:59 712.23028:56 712.27905:814 712.41014:9747 712.49015:464 712.58652:167 712.64947:77 712.70374:42 712.74695:307 712.81272:14 712.84201:19 712.91167:6241 712.98828:61 713.01908:31 713.07995:273 713.14318:8 713.16529:19 713.23036:89 713.2837:345 713.3518:154 713.41422:5156 713.50002:125	
35	Unknown	173	0.1447333	0.4873167	0.5658166	710.4397	5599.95166015625	27643.376953125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	591.9094	709.95068:323 710.09969:802 710.1594:33 710.21129:84 710.2542:34 710.28727:101 710.36115:902 710.43969:9542 710.51103:4144 710.62974:16 710.67602:113 710.70589:21 710.77364:6990 710.86999:22 710.91742:318 710.98162:31 711.02132:31 711.05274:27 711.107:5304 711.17691:134 711.21944:50 711.27626:1645 711.36461:694 711.44058:3346 711.5126:768 711.58936:67 711.63272:16 711.67144:72 711.71013:22 711.77597:977 711.82791:27 711.85903:26 711.90416:256 711.94711:44 711.98003:27 712.00161:46 712.07161:450 712.10667:414 712.19243:59 712.23028:56 712.27905:814 712.41014:9747 712.49015:464 712.58652:167 712.64947:77 712.70374:42 712.74695:307 712.81272:14 712.84201:19 712.91167:6241 712.98828:61 713.01908:31 713.07995:273 713.14318:8 713.16529:19 713.23036:89 713.2837:345 713.3518:154 713.41422:5156 713.50002:125 713.53654:54 713.57641:128 713.63966:44 713.67524:9 713.70516:12 713.75711:65 713.78518:16 713.83066:498 713.91486:918 713.96608:54 713.99511:55 714.02069:4 714.03413:16 714.0894:227 714.16248:742 714.20236:17 714.2139:11 714.24674:91 714.2782:81 714.31736:63 714.34238:55 714.41846:1346 714.4942:592 714.55327:55 714.58346:53 714.62291:91 714.66731:29 714.69918:31 714.77007:318 714.82984:260 714.91778:100 714.94409:14 714.99:57 715.11014:632 715.1657:101 715.20514:121 715.23983:96 715.29775:139 715.38071:372	
36	w/o MS2:SNA-60-367-19_41913_dereplictor_pv_1.37369e-38	173	0.06111667	0.4873167	0.6183167	731.413	52035.625	257076.0625	null	[M+H]+	M + 0		null	731.41901	C73H112N12O19		OGGQFTVAOXLPEC-ARAJIPKGSA-N	[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C([H])(C(=O)N([H])[C@@]1([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[C@]([H])(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)OC2=C([H])C([H])=C(C([H])=C2[H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)O[H])C([H])(O[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]	530	True	True	False	null	null	null	null	91.8	5184.361	730.96427:211 731.00537:47 731.05159:29 731.06478:13 731.08178:35 731.122:152 731.17283:45 731.20733:111 731.26084:13 731.30105:54 731.34637:251 731.41298:103963 731.6654:33 731.73796:93 731.78441:8 731.82906:58 731.89095:39 731.9734:6088 732.08206:4 732.10141:39 732.15556:40 732.18044:11 732.20322:15 732.2257:16 732.26456:80 732.30483:13 732.33185:19 732.42003:51558 732.5554:17 732.72846:49 732.75743:33 732.8451:27 732.86994:13 732.90161:17 732.97626:3263 733.07325:23 733.08955:20 733.12466:42 733.13941:7 733.14721:4 733.18217:120 733.25589:77 733.3028:41 733.35819:137 733.42118:15339 733.52108:56 733.54657:306 733.60513:788 733.64799:21 733.68069:38 733.70181:8 733.72351:13 733.75361:74 733.81644:508 733.87951:24 733.93384:433 733.97388:369 734.03914:51 734.08728:51 734.15001:545 734.27516:44 734.31799:66 734.42377:4598 734.52208:451 734.60829:803 734.67103:8 734.69717:42 734.72353:11 734.75563:15 734.78966:161 734.81661:102 734.92471:1361 735.06815:118 735.11989:584 735.19534:21 735.22051:33 735.254:48 735.29186:32 735.42348:3269 735.53156:123 735.55661:50 735.61174:329 735.67177:21 735.68811:7 735.72899:139 735.78725:413 735.87962:59 735.92838:273 735.98251:46 736.05883:84 736.11759:246 736.17283:32 736.22888:142 736.28996:103 736.39021:641	55.02085:13 83.04753:116 107.04977:37 119.04769:55 147.07964:114 149.05774:390 159.07474:97 163.11131:1575 169.06284:31 171.08041:35 201.09086:8 205.11992:427 213.08953:17 215.14249:26 219.17497:122 231.09221:18 231.10211:90 257.14983:19 287.16716:195 297.10799:127 305.16439:15 311.16747:31 353.17248:61 365.18212:34 367.15219:51 371.18786:85 397.15626:106 407.19687:36 407.21733:24 453.2249:144 453.23857:19 509.28922:293 513.23537:47 513.26396:60 527.29011:271 527.3078:81 545.18143:28 563.16194:112 569.3082:1417 601.25377:14 619.22921:44 675.34829:1785 725.52761:48 729.20474:909 729.74762:119 730.59536:48 730.95964:48 731.03175:16 731.16185:48 731.24051:48 731.29745:16 731.33503:27 731.41336:156192 731.70367:48 731.71967:16 731.77487:80 731.86885:64 731.97357:383 732.14989:32 732.18787:32 732.40629:16 732.59054:32 732.71213:223 732.86032:32 732.88502:48 733.01043:48 733.11875:64 733.47415:16 733.55589:120 733.80208:160 733.87338:48 733.95514:64 734.03717:96 734.12247:96 734.24608:48 734.79665:48 735.03364:16 735.25629:64 735.81401:48 736.03868:48 736.57574:48 736.62717:80 736.69956:32 736.75099:16 736.99677:64 738.4197:48 740.7704:64 741.05505:48 743.59833:16 744.0003:48
37	Unknown	173	0.1394	0.4873167	0.6453	732.42	23793.833984375	117676.6953125	null	[M+H]+	M + 1	isotope of 36	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	951.2466	731.9734:6088 732.08206:4 732.10141:39 732.15556:40 732.18044:11 732.20322:15 732.2257:16 732.26456:80 732.30483:13 732.33185:19 732.42003:51558 732.5554:17 732.72846:49 732.75743:33 732.8451:27 732.86994:13 732.90161:17 732.97626:3263 733.07325:23 733.08955:20 733.12466:42 733.13941:7 733.14721:4 733.18217:120 733.25589:77 733.3028:41 733.35819:137 733.42118:15339 733.52108:56 733.54657:306 733.60513:788 733.64799:21 733.68069:38 733.70181:8 733.72351:13 733.75361:74 733.81644:508 733.87951:24 733.93384:433 733.97388:369 734.03914:51 734.08728:51 734.15001:545 734.27516:44 734.31799:66 734.42377:4598 734.52208:451 734.60829:803 734.67103:8 734.69717:42 734.72353:11 734.75563:15 734.78966:161 734.81661:102 734.92471:1361 735.06815:118 735.11989:584 735.19534:21 735.22051:33 735.254:48 735.29186:32 735.42348:3269 735.53156:123 735.55661:50 735.61174:329 735.67177:21 735.68811:7 735.72899:139 735.78725:413 735.87962:59 735.92838:273 735.98251:46 736.05883:84 736.11759:246 736.17283:32 736.22888:142 736.28996:103 736.39021:641 736.53906:10015 736.6272:84 736.68187:21 736.71931:63 736.7528:4 736.79028:62 736.82765:17 736.86049:37 736.89931:61 736.93308:5 736.95575:74 736.98677:102 737.01878:89 737.06174:61 737.09696:17 737.12431:46 737.16392:35 737.20409:63 737.22426:8 737.28085:171 737.37888:1038	
38	Unknown	173	0.41365	0.4873167	0.6183167	733.4212	7521.55322265625	39825.90625	null	[M+H]+	M + 2	isotope of 36	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	183.2291	732.97626:3263 733.07325:23 733.08955:20 733.12466:42 733.13941:7 733.14721:4 733.18217:120 733.25589:77 733.3028:41 733.35819:137 733.42118:15339 733.52108:56 733.54657:306 733.60513:788 733.64799:21 733.68069:38 733.70181:8 733.72351:13 733.75361:74 733.81644:508 733.87951:24 733.93384:433 733.97388:369 734.03914:51 734.08728:51 734.15001:545 734.27516:44 734.31799:66 734.42377:4598 734.52208:451 734.60829:803 734.67103:8 734.69717:42 734.72353:11 734.75563:15 734.78966:161 734.81661:102 734.92471:1361 735.06815:118 735.11989:584 735.19534:21 735.22051:33 735.254:48 735.29186:32 735.42348:3269 735.53156:123 735.55661:50 735.61174:329 735.67177:21 735.68811:7 735.72899:139 735.78725:413 735.87962:59 735.92838:273 735.98251:46 736.05883:84 736.11759:246 736.17283:32 736.22888:142 736.28996:103 736.39021:641 736.53906:10015 736.6272:84 736.68187:21 736.71931:63 736.7528:4 736.79028:62 736.82765:17 736.86049:37 736.89931:61 736.93308:5 736.95575:74 736.98677:102 737.01878:89 737.06174:61 737.09696:17 737.12431:46 737.16392:35 737.20409:63 737.22426:8 737.28085:171 737.37888:1038 737.43381:438 737.59657:29472 737.66092:4 737.688:5 737.72577:33 737.76159:6 737.81833:32 737.852:25 737.87496:29 737.97599:350 738.05719:54 738.09652:30 738.12979:18 738.15248:103 738.18603:115 738.23145:32 738.27357:81 738.30907:126 738.37608:603	
39	w/o MS2:CORTISOL	173	0.05073333	0.4873167	0.6318	747.4069	13061	64620.703125	null	[M+H]+	M + 0		null	747.40802	C21H30O5		JYGXADMDTFJGBT-CZFMHFDVSA-N	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	530	True	True	False	null	null	null	null	99.7	390.2475	746.96929:316 747.06462:15 747.09185:28 747.11542:74 747.15732:65 747.1973:11 747.22846:35 747.28324:473 747.40687:27987 747.51717:62 747.55502:25 747.59604:11 747.674:8 747.70958:37 747.72485:13 747.78579:100 747.81949:41 747.89482:834 747.94171:98 747.98685:70 748.06978:5 748.11066:478 748.15597:37 748.18681:28 748.20778:28 748.24766:50 748.29132:89 748.34002:139 748.41089:12874 748.49357:89 748.52908:94 748.55809:5 748.59463:79 748.63304:13 748.65253:4 748.68208:30 748.70599:5 748.73485:9 748.77849:461 748.82608:15 748.83792:15 748.90067:160 748.94658:41 748.99102:35 749.03893:19 749.07338:19 749.11368:281 749.19053:40 749.23176:43 749.3022:136 749.34042:96 749.40261:7053 749.51039:110 749.55116:101 749.59343:117 749.6194:36 749.6648:48 749.70722:17 749.73787:72 749.76505:13 749.78872:128 749.84518:68 749.88201:31 749.91947:38 749.96695:43 749.99574:32 750.01531:4 750.07281:90 750.12473:117 750.18423:24 750.22561:68 750.27247:84 750.30491:11 750.39786:2460 750.46895:219 750.52041:463 750.61134:137 750.66955:101 750.71007:23 750.73963:93 750.7749:11 750.81602:74 750.83809:15 750.87357:29 750.9433:53 750.98765:62 751.0262:21 751.06539:112 751.09691:26 751.11988:12 751.14529:50 751.19096:36 751.21168:15 751.22779:5 751.26478:11 751.28706:46 751.30917:20 751.39973:807 751.43487:551 751.54688:12963 751.64249:35 751.67142:29 751.70692:27 751.7536:34 751.83591:107 751.86637:17 751.92679:13 751.9873:1433 752.06442:85 752.10892:46 752.13381:23 752.17289:141 752.22115:8 752.32118:141	83.04514:11 83.05249:11 85.02585:16 149.06306:65 163.11049:162 175.11442:39 193.11929:20 203.10334:17 205.12215:101 221.11414:171 259.16951:9 277.17822:79 286.2759:70 287.27341:70 397.16205:23 453.22041:25 453.24283:38 527.31371:27 543.27721:69 543.30039:41 569.30958:239 585.2882:257 599.35531:43 640.4002:45 640.89736:90 729.39501:32 731.4153:3310 745.12065:16 745.1579:249 746.39459:72 746.46042:16 747.20462:48 747.27381:250 747.3063:63 747.3342:75 747.34647:88 747.40621:25766 747.97222:16
40	Unknown	173	0.0869	0.4873167	0.6453	748.4109	6244.77783203125	33037.48046875	null	[M+H]+	M + 1	isotope of 39	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	212.3293	747.94171:98 747.98685:70 748.06978:5 748.11066:478 748.15597:37 748.18681:28 748.20778:28 748.24766:50 748.29132:89 748.34002:139 748.41089:12874 748.49357:89 748.52908:94 748.55809:5 748.59463:79 748.63304:13 748.65253:4 748.68208:30 748.70599:5 748.73485:9 748.77849:461 748.82608:15 748.83792:15 748.90067:160 748.94658:41 748.99102:35 749.03893:19 749.07338:19 749.11368:281 749.19053:40 749.23176:43 749.3022:136 749.34042:96 749.40261:7053 749.51039:110 749.55116:101 749.59343:117 749.6194:36 749.6648:48 749.70722:17 749.73787:72 749.76505:13 749.78872:128 749.84518:68 749.88201:31 749.91947:38 749.96695:43 749.99574:32 750.01531:4 750.07281:90 750.12473:117 750.18423:24 750.22561:68 750.27247:84 750.30491:11 750.39786:2460 750.46895:219 750.52041:463 750.61134:137 750.66955:101 750.71007:23 750.73963:93 750.7749:11 750.81602:74 750.83809:15 750.87357:29 750.9433:53 750.98765:62 751.0262:21 751.06539:112 751.09691:26 751.11988:12 751.14529:50 751.19096:36 751.21168:15 751.22779:5 751.26478:11 751.28706:46 751.30917:20 751.39973:807 751.43487:551 751.54688:12963 751.64249:35 751.67142:29 751.70692:27 751.7536:34 751.83591:107 751.86637:17 751.92679:13 751.9873:1433 752.06442:85 752.10892:46 752.13381:23 752.17289:141 752.22115:8 752.32118:141 752.41408:570 752.49423:1353 752.55:6144 752.61253:146 752.6572:39 752.6983:61 752.78166:50 752.82222:51 752.84366:15 752.87217:18 752.91455:62 752.98957:1167 753.05372:126 753.10963:66 753.1669:123 753.19008:6 753.21844:183 753.26155:30 753.28082:41 753.32093:97 753.38143:411	
41	w/o MS2:NCGC00385150-01_C42H44O13_(1S,2R,4S,5R,6S,7S,8R,9R,12R)-7,12-Diacetoxy-6-(acetoxymethyl)-2,10,10-trimethyl-11-oxatricyclo[7.2.1.0~1,6~]dodecane-4,5,8-triyl tribenzoate	173	0.1182167	0.4873167	0.5929833	774.315	8253.4736328125	37204.1875	null	[M+H]+	M + 0		null	774.31201	C42H44O13		MGHSCXCFVZJHPT-SHPXBDENSA-N	C[C@@H]1C[C@H](OC(=O)C2=CC=CC=C2)[C@H](OC(=O)C3=CC=CC=C3)[C@@]4(COC(C)=O)[C@H](OC(C)=O)[C@H](OC(=O)C5=CC=CC=C5)[C@@H]6[C@@H](OC(C)=O)[C@]14OC6(C)C	530	True	True	False	null	null	null	null	95.6	224.4275	773.85849:22 773.89092:11 773.92248:15 773.99829:636 774.0473:165 774.13832:210 774.18191:11 774.19971:11 774.315:22444 774.41723:114 774.46446:94 774.50777:223 774.5864:121 774.68866:30 774.72431:21 774.73457:11 774.75237:4 774.79214:26 774.81522:41 774.86256:25 774.90758:55 774.97196:902 775.01293:403 775.07138:57 775.10469:24 775.13797:26 775.16439:18 775.20112:73 775.24198:51 775.31746:7867 775.40079:288 775.45672:1283 775.57956:82 775.6143:13 775.64975:41 775.69987:34 775.73817:65 775.76763:4 775.82879:84 775.84945:22 775.88178:22 775.92565:6 775.9392:22 775.97193:492 776.04807:144 776.10165:59 776.15419:79 776.17932:97 776.22584:361 776.26926:119 776.3223:1231 776.37115:186 776.4588:898 776.51521:404 776.59051:112 776.62108:52 776.64522:40 776.67116:16 776.70648:71 776.76831:65 776.8286:150 776.85235:31 776.88042:13 776.91571:5 776.93815:27 776.9768:168 777.01342:34 777.04504:47 777.08676:5 777.10415:39 777.18018:205 777.22975:332 777.32558:238 777.38596:599 777.45272:993 777.50751:610 777.57746:24 777.60039:84 777.64682:47 777.70387:63 777.75614:44 777.80476:64 777.82609:20 777.85203:40 777.87495:21 777.92313:28 777.96912:88 778.01235:32 778.05198:77 778.0886:19 778.14348:95 778.17572:33 778.22405:256 778.27317:52 778.32757:63 778.38581:379 778.45904:479 778.52446:318 778.56127:151 778.63941:160 778.68254:84 778.74129:22 778.79821:117 778.83239:15 778.88137:27 778.91478:11 778.93073:9 778.96877:38 779.01881:57 779.06295:75 779.10138:34 779.14569:110 779.19065:23 779.22637:147 779.27861:42 779.31262:78	
42	Unknown	173	0.1660667	0.4873167	0.6183167	781.979	17081.19140625	83515.25	null	[M+2H]2+	M + 1	isotope of 149	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	364.701	781.57828:670 781.62414:364 781.68664:82 781.72041:36 781.77631:331 781.83244:509 781.91697:501 781.979:37043 782.06985:43 782.10654:95 782.15914:199 782.22249:17 782.28755:26 782.33241:11 782.36049:5 782.37985:18 782.47965:34491 782.57522:83 782.62572:48 782.65326:23 782.66524:11 782.68873:9 782.71818:22 782.78773:99 782.83036:91 782.8555:4 782.90316:4 782.98119:14294 783.07337:48 783.10665:44 783.13163:84 783.1702:45 783.19693:13 783.22571:20 783.25987:15 783.29263:35 783.33903:186 783.38214:72 783.41397:185 783.48217:6774 783.55338:87 783.58987:111 783.62676:110 783.68229:10 783.71075:37 783.7482:49 783.79549:134 783.85523:34 783.91204:39 783.98359:1838 784.06207:51 784.10124:24 784.14668:155 784.19432:38 784.24049:74 784.29421:91 784.34092:227 784.43562:1367 784.48555:759 784.52981:326 784.58841:91 784.62212:88 784.67787:94 784.73833:66 784.78477:43 784.83243:83 784.87738:35 784.93306:942 785.11224:337 785.15827:70 785.18613:57 785.22321:75 785.25015:4 785.26235:13 785.34927:1596 785.45669:2274 785.51886:398 785.61198:52 785.64589:75 785.68146:35 785.72371:24 785.76925:63 785.80192:4 785.83562:145 785.89244:51 785.93487:207 785.9813:65 786.03878:53 786.10989:154 786.16748:324 786.22369:19 786.24945:58 786.30976:238 786.351:562 786.39527:101 786.46456:1282 786.54627:215 786.63421:81 786.66034:9 786.68981:45 786.72913:15 786.75585:46 786.83652:271 786.89884:10 786.9194:17 786.94467:17	
43	Unknown	173	0.1182167	0.4873167	0.6318	782.9805	6719.115234375	32869.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	134.0049	782.57522:83 782.62572:48 782.65326:23 782.66524:11 782.68873:9 782.71818:22 782.78773:99 782.83036:91 782.8555:4 782.90316:4 782.98119:14294 783.07337:48 783.10665:44 783.13163:84 783.1702:45 783.19693:13 783.22571:20 783.25987:15 783.29263:35 783.33903:186 783.38214:72 783.41397:185 783.48217:6774 783.55338:87 783.58987:111 783.62676:110 783.68229:10 783.71075:37 783.7482:49 783.79549:134 783.85523:34 783.91204:39 783.98359:1838 784.06207:51 784.10124:24 784.14668:155 784.19432:38 784.24049:74 784.29421:91 784.34092:227 784.43562:1367 784.48555:759 784.52981:326 784.58841:91 784.62212:88 784.67787:94 784.73833:66 784.78477:43 784.83243:83 784.87738:35 784.93306:942 785.11224:337 785.15827:70 785.18613:57 785.22321:75 785.25015:4 785.26235:13 785.34927:1596 785.45669:2274 785.51886:398 785.61198:52 785.64589:75 785.68146:35 785.72371:24 785.76925:63 785.80192:4 785.83562:145 785.89244:51 785.93487:207 785.9813:65 786.03878:53 786.10989:154 786.16748:324 786.22369:19 786.24945:58 786.30976:238 786.351:562 786.39527:101 786.46456:1282 786.54627:215 786.63421:81 786.66034:9 786.68981:45 786.72913:15 786.75585:46 786.83652:271 786.89884:10 786.9194:17 786.94467:17 786.99081:47 787.06296:2043 787.17332:172 787.23752:115 787.32625:143 787.37082:96 787.47574:37074 787.54075:789 787.59292:17 787.60676:28 787.64932:4 787.75652:17 787.81317:45 787.84018:45 787.86499:47 787.89752:48 787.93156:10	
44	w/o MS2:Azithromycin - Dark Web Drugs	173	0.2317833	0.4873167	0.5929833	787.4757	18794.568359375	92334.1875	null	[M+H]+	M + 0		null	787.47101	C38H72N2O12		MQTOSJVFKKJCRP-BICOPXKESA-N	CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O	530	True	True	False	null	null	null	null	95.6	1295.333	786.99081:47 787.06296:2043 787.17332:172 787.23752:115 787.32625:143 787.37082:96 787.47574:37074 787.54075:789 787.59292:17 787.60676:28 787.64932:4 787.75652:17 787.81317:45 787.84018:45 787.86499:47 787.89752:48 787.93156:10 787.98715:600 788.06464:929 788.15024:64 788.2141:14 788.24942:205 788.31917:101 788.36579:73 788.47913:19426 788.59383:37 788.68372:35 788.75166:14 788.76871:22 788.79744:20 788.8163:6 788.84689:17 788.89027:25 788.91213:22 788.98136:612 789.02292:186 789.07135:80 789.09591:82 789.1375:24 789.15452:13 789.16745:15 789.23448:122 789.2666:27 789.30508:102 789.3357:18 789.35426:40 789.41684:197 789.4821:6033 789.55524:66 789.58401:52 789.63891:21 789.7032:50 789.73221:59 789.79613:22 789.81347:11 789.84231:64 789.87405:4 789.91122:37 789.98706:710 790.0979:180 790.14895:32 790.17945:82 790.23775:190 790.28295:12 790.32522:89 790.37292:95 790.4162:126 790.48315:1967 790.58018:243 790.635:11 790.67709:125 790.75394:76 790.80487:13 790.8346:66 790.88827:11 790.92024:28 790.93419:15 790.98934:294 791.0895:129 791.13041:18 791.17174:52 791.22692:92 791.24839:81 791.27979:32 791.34194:320 791.39313:88 791.45845:1961 791.60281:241 791.68007:52 791.71464:20 791.742:25 791.77993:302 791.83533:28 791.85915:59 791.89284:22 791.91245:13 791.99913:238 792.11459:336 792.18946:38 792.21661:39 792.24903:58 792.30019:102 792.34967:158 792.38549:93 792.45289:976	83.04897:27 149.06005:29 163.11075:200 171.07464:31 203.15002:38 213.0926:26 219.17386:626 219.20209:17 287.27869:30 343.18251:11 479.25682:52 509.27793:67 563.22856:42 569.29571:84 621.27782:44 625.36683:206 625.39044:88 640.89583:60 731.40204:231 746.26809:177 746.29744:185 747.35772:32 747.4005:674 747.44637:48 785.07861:83 785.10157:454 786.55758:66 787.04949:190 787.15215:149 787.27818:33 787.30378:17 787.33135:50 787.3993:249 787.47543:64546 787.54623:145 787.76427:149 787.84741:17 787.98841:132 788.0523:215 788.49567:149 788.68291:50 788.70459:17 788.74007:149 789.63521:66 789.74369:50 790.43417:50 792.19922:17 796.14116:67 796.57491:83 796.66009:33
